tri,vertex,x,y,z,fault_name
14,b,-57506.7029468123,3346770.5619276073,-10622.0,gurla
14,c,-57988.217777026,3344691.08968033,-15358.0,gurla
14,m,-58596.4401120402,3346187.5859253495,-13914.0,gurla
15,a,-52728.5174965736,3347579.7437460558,92.0,gurla
15,b,-50101.2393216755,3345774.2260001283,-31.0,gurla
15,c,-53707.1030620744,3345458.9936064817,-5409.0,gurla
15,m,-52178.95329344116,3346270.987784222,-1782.6666666666667,gurla
16,a,-57506.7029468123,3346770.5619276073,-10622.0,gurla
16,b,-53707.1030620744,3345458.9936064817,-5409.0,gurla
16,c,-54720.3123780783,3344155.4507817244,-10139.0,gurla
16,m,-55311.37279565499,3345461.6687719375,-8723.333333333334,gurla
17,a,-56229.0072750554,3348237.1568963863,-5782.0,gurla
17,b,-53707.1030620744,3345458.9936064817,-5409.0,gurla
17,c,-57506.7029468123,3346770.5619276073,-10622.0,gurla
17,m,-55814.27109464736,3346822.2374768252,-7271.0,gurla
18,a,-56229.0072750554,3348237.1568963863,-5782.0,gurla
18,b,-52728.5174965736,3347579.7437460558,92.0,gurla
18,c,-53707.1030620744,3345458.9936064817,-5409.0,gurla
18,m,-54221.54261123447,3347091.9647496413,-3699.6666666666665,gurla
19,a,-62625.2215498476,3349011.5643108655,-15743.0,gurla
19,b,-60294.3996122823,3347101.106168112,-15762.0,gurla
19,c,-63005.7156485466,3346451.857699151,-20225.0,gurla
19,m,-61975.1122702255,3347521.50939271,-17243.333333333332,gurla
20,a,-64576.2892748873,3348610.360949084,-20411.0,gurla
20,b,-62625.2215498476,3349011.5643108655,-15743.0,gurla
20,c,-63005.7156485466,3346451.857699151,-20225.0,gurla
20,m,-63402.40882442717,3348024.5943197,-18793.0,gurla
21,a,-59826.2053965278,3349480.597029822,-10855.0,gurla
21,b,-57506.7029468123,3346770.5619276073,-10622.0,gurla
21,c,-60294.3996122823,3347101.106168112,-15762.0,gurla
21,m,-59209.10265187413,3347784.0883751805,-12413.0,gurla
22,a,-62625.2215498476,3349011.5643108655,-15743.0,gurla
22,b,-59826.2053965278,3349480.597029822,-10855.0,gurla
22,c,-60294.3996122823,3347101.106168112,-15762.0,gurla
22,m,-60915.27551955256,3348531.0891695996,-14120.0,gurla
23,a,-59826.2053965278,3349480.597029822,-10855.0,gurla
23,b,-56229.0072750554,3348237.1568963863,-5782.0,gurla
23,c,-57506.7029468123,3346770.5619276073,-10622.0,gurla
23,m,-57853.971872798495,3348162.7719512717,-9086.333333333334,gurla
24,a,-54353.2309689698,3350549.8537681676,-168.0,gurla
24,b,-52728.5174965736,3347579.7437460558,92.0,gurla
24,c,-56229.0072750554,3348237.1568963863,-5782.0,gurla
24,m,-54436.9185801996,3348788.91813687,-1952.6666666666667,gurla
25,a,-63954.3462186231,3351014.3544631912,-15414.0,gurla
25,b,-62625.2215498476,3349011.5643108655,-15743.0,gurla
25,c,-64576.2892748873,3348610.360949084,-20411.0,gurla
25,m,-63718.61901445267,3349545.4265743806,-17189.333333333332,gurla
26,a,-58548.3662885406,3350946.926957068,-5876.0,gurla
26,b,-56229.0072750554,3348237.1568963863,-5782.0,gurla
26,c,-59826.2053965278,3349480.597029822,-10855.0,gurla
26,m,-58201.19298670794,3349554.893627759,-7504.333333333333,gurla
27,a,-52728.5174965736,3347579.7437460558,92.0,gurla
27,b,-48162.7720081706,3350150.7917627767,3685.0,gurla
27,c,-50101.2393216755,3345774.2260001283,-31.0,gurla
27,m,-50330.8429421399,3347834.9205029868,1248.6666666666667,gurla
28,a,-66215.6750198869,3350629.4779039295,-20161.0,gurla
28,b,-63954.3462186231,3351014.3544631912,-15414.0,gurla
28,c,-64576.2892748873,3348610.360949084,-20411.0,gurla
28,m,-64915.4368377991,3350084.7311054016,-18662.0,gurla
29,a,-52728.5174965736,3347579.7437460558,92.0,gurla
29,b,-50157.1766505321,3351825.986467187,3681.0,gurla
29,c,-48162.7720081706,3350150.7917627767,3685.0,gurla
29,m,-50349.48871842544,3349852.1739920066,2486.0,gurla
30,a,-63954.3462186231,3351014.3544631912,-15414.0,gurla
30,b,-62084.3967025095,3352364.9391946364,-10534.0,gurla
30,c,-62625.2215498476,3349011.5643108655,-15743.0,gurla
30,m,-62887.9881569934,3350796.9526562314,-13897.0,gurla
31,a,-62084.3967025095,3352364.9391946364,-10534.0,gurla
31,b,-59826.2053965278,3349480.597029822,-10855.0,gurla
31,c,-62625.2215498476,3349011.5643108655,-15743.0,gurla
31,m,-61511.94121629497,3350285.700178441,-12377.333333333334,gurla
32,a,-58548.3662885406,3350946.926957068,-5876.0,gurla
32,b,-54353.2309689698,3350549.8537681676,-168.0,gurla
32,c,-56229.0072750554,3348237.1568963863,-5782.0,gurla
32,m,-56376.86817752194,3349911.3125405405,-3942.0,gurla
33,a,-54353.2309689698,3350549.8537681676,-168.0,gurla
33,b,-50157.1766505321,3351825.986467187,3681.0,gurla
33,c,-52728.5174965736,3347579.7437460558,92.0,gurla
33,m,-52412.97503869183,3349985.19466047,1201.6666666666667,gurla
34,a,-56472.7603666139,3353012.31662848,-642.0,gurla
34,b,-54353.2309689698,3350549.8537681676,-168.0,gurla
34,c,-58548.3662885406,3350946.926957068,-5876.0,gurla
34,m,-56458.11920804143,3351503.0324512385,-2228.6666666666665,gurla
35,a,-65717.5287961213,3353039.839216077,-15216.0,gurla
35,b,-63954.3462186231,3351014.3544631912,-15414.0,gurla
35,c,-66215.6750198869,3350629.4779039295,-20161.0,gurla
35,m,-65295.85001154377,3351561.223861066,-16930.333333333332,gurla
36,a,-62084.3967025095,3352364.9391946364,-10534.0,gurla
36,b,-58548.3662885406,3350946.926957068,-5876.0,gurla
36,c,-59826.2053965278,3349480.597029822,-10855.0,gurla
36,m,-60152.98946252597,3350930.8210605085,-9088.333333333334,gurla
37,a,-60770.4551740045,3353534.6251896773,-5717.0,gurla
37,b,-58548.3662885406,3350946.926957068,-5876.0,gurla
37,c,-62084.3967025095,3352364.9391946364,-10534.0,gurla
37,m,-60467.73938835153,3352282.1637804606,-7375.666666666667,gurla
38,a,-68204.6979326134,3353097.0335196275,-19675.0,gurla
38,b,-65717.5287961213,3353039.839216077,-15216.0,gurla
38,c,-66215.6750198869,3350629.4779039295,-20161.0,gurla
38,m,-66712.6339162072,3352255.450213211,-18350.666666666668,gurla
39,a,-65717.5287961213,3353039.839216077,-15216.0,gurla
39,b,-62084.3967025095,3352364.9391946364,-10534.0,gurla
39,c,-63954.3462186231,3351014.3544631912,-15414.0,gurla
39,m,-63918.75723908463,3352139.710957968,-13721.333333333334,gurla
40,a,-54353.2309689698,3350549.8537681676,-168.0,gurla
40,b,-51194.0590266411,3354386.865733435,3841.0,gurla
40,c,-50157.1766505321,3351825.986467187,3681.0,gurla
40,m,-51901.48888204767,3352254.23532293,2451.3333333333335,gurla
41,a,-60770.4551740045,3353534.6251896773,-5717.0,gurla
41,b,-58669.9838597003,3354882.8831469407,-971.0,gurla
41,c,-58548.3662885406,3350946.926957068,-5876.0,gurla
41,m,-59329.6017740818,3353121.4784312285,-4188.0,gurla
42,a,-58669.9838597003,3354882.8831469407,-971.0,gurla
42,b,-56472.7603666139,3353012.31662848,-642.0,gurla
42,c,-58548.3662885406,3350946.926957068,-5876.0,gurla
42,m,-57897.036838284934,3352947.375577496,-2496.3333333333335,gurla
43,a,-64405.9959768478,3354988.1716692317,-10527.0,gurla
43,b,-62084.3967025095,3352364.9391946364,-10534.0,gurla
43,c,-65717.5287961213,3353039.839216077,-15216.0,gurla
43,m,-64069.30715849286,3353464.316693315,-12092.333333333334,gurla
44,a,-67278.9728257645,3355341.889949752,-15096.0,gurla
44,b,-65717.5287961213,3353039.839216077,-15216.0,gurla
44,c,-68204.6979326134,3353097.0335196275,-19675.0,gurla
44,m,-67067.06651816641,3353826.2542284853,-16662.333333333332,gurla
45,a,-56472.7603666139,3353012.31662848,-642.0,gurla
45,b,-51194.0590266411,3354386.865733435,3841.0,gurla
45,c,-54353.2309689698,3350549.8537681676,-168.0,gurla
45,m,-54006.68345407493,3352649.678710027,1010.3333333333334,gurla
46,a,-69886.1129524298,3355477.4498698474,-19707.0,gurla
46,b,-67278.9728257645,3355341.889949752,-15096.0,gurla
46,c,-68204.6979326134,3353097.0335196275,-19675.0,gurla
46,m,-68456.59457026924,3354638.7911130753,-18159.333333333332,gurla
47,a,-67278.9728257645,3355341.889949752,-15096.0,gurla
47,b,-64405.9959768478,3354988.1716692317,-10527.0,gurla
47,c,-65717.5287961213,3353039.839216077,-15216.0,gurla
47,m,-65800.8325329112,3354456.6336116865,-13613.0,gurla
48,a,-64405.9959768478,3354988.1716692317,-10527.0,gurla
48,b,-60770.4551740045,3353534.6251896773,-5717.0,gurla
48,c,-62084.3967025095,3352364.9391946364,-10534.0,gurla
48,m,-62420.28261778727,3353629.245351182,-8926.0,gurla
49,a,-56472.7603666139,3353012.31662848,-642.0,gurla
49,b,-53080.2086935714,3356174.0767481592,3948.0,gurla
49,c,-51194.0590266411,3354386.865733435,3841.0,gurla
49,m,-53582.3426956088,3354524.4197033583,2382.3333333333335,gurla
50,a,-62868.1951959602,3356528.96844793,-5722.0,gurla
50,b,-60770.4551740045,3353534.6251896773,-5717.0,gurla
50,c,-64405.9959768478,3354988.1716692317,-10527.0,gurla
50,m,-62681.54878227083,3355017.25510228,-7322.0,gurla
51,a,-60770.4551740045,3353534.6251896773,-5717.0,gurla
51,b,-60415.1797128105,3357422.9839362036,-1001.0,gurla
51,c,-58669.9838597003,3354882.8831469407,-971.0,gurla
51,m,-59951.872915505104,3355280.1640909403,-2563.0,gurla
52,a,-62868.1951959602,3356528.96844793,-5722.0,gurla
52,b,-60415.1797128105,3357422.9839362036,-1001.0,gurla
52,c,-60770.4551740045,3353534.6251896773,-5717.0,gurla
52,m,-61351.276694258406,3355828.8591912705,-4146.666666666667,gurla
53,a,-68708.124101368,3357780.7296312014,-15204.0,gurla
53,b,-67278.9728257645,3355341.889949752,-15096.0,gurla
53,c,-69886.1129524298,3355477.4498698474,-19707.0,gurla
53,m,-68624.40329318744,3356200.023150267,-16669.0,gurla
54,a,-56472.7603666139,3353012.31662848,-642.0,gurla
54,b,-54299.8944897581,3358102.9386499096,4118.0,gurla
54,c,-53080.2086935714,3356174.0767481592,3948.0,gurla
54,m,-54617.62118331447,3355763.110675516,2474.6666666666665,gurla
55,a,-68708.124101368,3357780.7296312014,-15204.0,gurla
55,b,-66883.2867898239,3358533.3984227963,-10451.0,gurla
55,c,-67278.9728257645,3355341.889949752,-15096.0,gurla
55,m,-67623.46123898547,3357218.672667917,-13583.666666666666,gurla
56,a,-71303.522094988,3358131.1095949155,-19746.0,gurla
56,b,-68708.124101368,3357780.7296312014,-15204.0,gurla
56,c,-69886.1129524298,3355477.4498698474,-19707.0,gurla
56,m,-69965.91971626192,3357129.763031988,-18219.0,gurla
57,a,-58669.9838597003,3354882.8831469407,-971.0,gurla
57,b,-54299.8944897581,3358102.9386499096,4118.0,gurla
57,c,-56472.7603666139,3353012.31662848,-642.0,gurla
57,m,-56480.8795720241,3355332.7128084432,835.0,gurla
58,a,-66883.2867898239,3358533.3984227963,-10451.0,gurla
58,b,-64405.9959768478,3354988.1716692317,-10527.0,gurla
58,c,-67278.9728257645,3355341.889949752,-15096.0,gurla
58,m,-66189.41853081207,3356287.820013927,-12024.666666666666,gurla
59,a,-66883.2867898239,3358533.3984227963,-10451.0,gurla
59,b,-62868.1951959602,3356528.96844793,-5722.0,gurla
59,c,-64405.9959768478,3354988.1716692317,-10527.0,gurla
59,m,-64719.159320877305,3356683.5128466524,-8900.0,gurla
60,a,-66883.2867898239,3358533.3984227963,-10451.0,gurla
60,b,-64604.5034553479,3359564.1784536038,-5865.0,gurla
60,c,-62868.1951959602,3356528.96844793,-5722.0,gurla
60,m,-64785.328480377335,3358208.848441443,-7346.0,gurla
61,a,-70249.440433892,3360440.728325145,-15198.0,gurla
61,b,-68708.124101368,3357780.7296312014,-15204.0,gurla
61,c,-71303.522094988,3358131.1095949155,-19746.0,gurla
61,m,-70087.02887674933,3358784.1891837534,-16716.0,gurla
62,a,-62868.1951959602,3356528.96844793,-5722.0,gurla
62,b,-61873.8576624575,3360590.68823974,-1009.0,gurla
62,c,-60415.1797128105,3357422.9839362036,-1001.0,gurla
62,m,-61719.07752374274,3358180.880207958,-2577.3333333333335,gurla
63,a,-60415.1797128105,3357422.9839362036,-1001.0,gurla
63,b,-54299.8944897581,3358102.9386499096,4118.0,gurla
63,c,-58669.9838597003,3354882.8831469407,-971.0,gurla
63,m,-57795.019354089636,3356802.9352443516,715.3333333333334,gurla
64,a,-64604.5034553479,3359564.1784536038,-5865.0,gurla
64,b,-61873.8576624575,3360590.68823974,-1009.0,gurla
64,c,-62868.1951959602,3356528.96844793,-5722.0,gurla
64,m,-63115.51877125519,3358894.611713758,-4198.666666666667,gurla
65,a,-60415.1797128105,3357422.9839362036,-1001.0,gurla
65,b,-55269.4150468174,3359960.9526846623,4102.0,gurla
65,c,-54299.8944897581,3358102.9386499096,4118.0,gurla
65,m,-56661.496416462,3358495.6250902587,2406.3333333333335,gurla
66,a,-72910.0162130768,3360723.370325831,-20293.0,gurla
66,b,-70249.440433892,3360440.728325145,-15198.0,gurla
66,c,-71303.522094988,3358131.1095949155,-19746.0,gurla
66,m,-71487.65958065227,3359765.0694152974,-18412.333333333332,gurla
67,a,-70249.440433892,3360440.728325145,-15198.0,gurla
67,b,-66883.2867898239,3358533.3984227963,-10451.0,gurla
67,c,-68708.124101368,3357780.7296312014,-15204.0,gurla
67,m,-68613.61710836132,3358918.2854597145,-13617.666666666666,gurla
68,a,-70249.440433892,3360440.728325145,-15198.0,gurla
68,b,-68356.983925891,3361673.6946109105,-10816.0,gurla
68,c,-66883.2867898239,3358533.3984227963,-10451.0,gurla
68,m,-68496.5703832023,3360215.9404529505,-12155.0,gurla
69,a,-68356.983925891,3361673.6946109105,-10816.0,gurla
69,b,-64604.5034553479,3359564.1784536038,-5865.0,gurla
69,c,-66883.2867898239,3358533.3984227963,-10451.0,gurla
69,m,-66614.9247236876,3359923.757162437,-9044.0,gurla
70,a,-72910.0162130768,3360723.370325831,-20293.0,gurla
70,b,-71363.1443005463,3362935.3799843024,-15285.0,gurla
70,c,-70249.440433892,3360440.728325145,-15198.0,gurla
70,m,-71507.5336491717,3361366.4928784263,-16925.333333333332,gurla
71,a,-68356.983925891,3361673.6946109105,-10816.0,gurla
71,b,-65811.357454873,3362925.888009713,-5797.0,gurla
71,c,-64604.5034553479,3359564.1784536038,-5865.0,gurla
71,m,-66257.61494537063,3361387.9203580753,-7492.666666666667,gurla
72,a,-60415.1797128105,3357422.9839362036,-1001.0,gurla
72,b,-55873.0412154075,3362033.8682624595,4409.0,gurla
72,c,-55269.4150468174,3359960.9526846623,4102.0,gurla
72,m,-57185.87865834514,3359805.9349611085,2503.3333333333335,gurla
73,a,-61873.8576624575,3360590.68823974,-1009.0,gurla
73,b,-55873.0412154075,3362033.8682624595,4409.0,gurla
73,c,-60415.1797128105,3357422.9839362036,-1001.0,gurla
73,m,-59387.35953022516,3360015.846812801,799.6666666666666,gurla
74,a,-71363.1443005463,3362935.3799843024,-15285.0,gurla
74,b,-68356.983925891,3361673.6946109105,-10816.0,gurla
74,c,-70249.440433892,3360440.728325145,-15198.0,gurla
74,m,-69989.85622010978,3361683.2676401194,-13766.333333333334,gurla
75,a,-65811.357454873,3362925.888009713,-5797.0,gurla
75,b,-61873.8576624575,3360590.68823974,-1009.0,gurla
75,c,-64604.5034553479,3359564.1784536038,-5865.0,gurla
75,m,-64096.57285755946,3361026.918234352,-4223.666666666667,gurla
76,a,-74259.9785194033,3363445.8504319587,-20279.0,gurla
76,b,-71363.1443005463,3362935.3799843024,-15285.0,gurla
76,c,-72910.0162130768,3360723.370325831,-20293.0,gurla
76,m,-72844.37967767546,3362368.200247364,-18619.0,gurla
77,a,-65811.357454873,3362925.888009713,-5797.0,gurla
77,b,-62695.2644963546,3364309.428023938,-908.0,gurla
77,c,-61873.8576624575,3360590.68823974,-1009.0,gurla
77,m,-63460.15987122837,3362608.668091131,-2571.3333333333335,gurla
78,a,-61873.8576624575,3360590.68823974,-1009.0,gurla
78,b,-56892.3222935206,3363894.70162133,4167.0,gurla
78,c,-55873.0412154075,3362033.8682624595,4409.0,gurla
78,m,-58213.073723795205,3362173.086041176,2522.3333333333335,gurla
79,a,-71363.1443005463,3362935.3799843024,-15285.0,gurla
79,b,-69421.6914260662,3364793.0086584482,-10666.0,gurla
79,c,-68356.983925891,3361673.6946109105,-10816.0,gurla
79,m,-69713.93988416782,3363134.0277512204,-12255.666666666666,gurla
80,a,-74259.9785194033,3363445.8504319587,-20279.0,gurla
80,b,-72662.2836679843,3365440.006675368,-15477.0,gurla
80,c,-71363.1443005463,3362935.3799843024,-15285.0,gurla
80,m,-72761.80216264464,3363940.412363876,-17013.666666666668,gurla
81,a,-69421.6914260662,3364793.0086584482,-10666.0,gurla
81,b,-65811.357454873,3362925.888009713,-5797.0,gurla
81,c,-68356.983925891,3361673.6946109105,-10816.0,gurla
81,m,-67863.3442689434,3363130.8637596904,-9093.0,gurla
82,a,-62695.2644963546,3364309.428023938,-908.0,gurla
82,b,-56892.3222935206,3363894.70162133,4167.0,gurla
82,c,-61873.8576624575,3360590.68823974,-1009.0,gurla
82,m,-60487.14815077757,3362931.6059616692,750.0,gurla
83,a,-72662.2836679843,3365440.006675368,-15477.0,gurla
83,b,-69421.6914260662,3364793.0086584482,-10666.0,gurla
83,c,-71363.1443005463,3362935.3799843024,-15285.0,gurla
83,m,-71149.03979819894,3364389.46510604,-13809.333333333334,gurla
84,a,-69421.6914260662,3364793.0086584482,-10666.0,gurla
84,b,-66912.2031702801,3366341.304979566,-5891.0,gurla
84,c,-65811.357454873,3362925.888009713,-5797.0,gurla
84,m,-67381.75068373977,3364686.733882576,-7451.333333333333,gurla
85,a,-75697.5866951475,3365671.622330646,-20255.0,gurla
85,b,-72662.2836679843,3365440.006675368,-15477.0,gurla
85,c,-74259.9785194033,3363445.8504319587,-20279.0,gurla
85,m,-74206.61629417837,3364852.493145991,-18670.333333333332,gurla
86,a,-66912.2031702801,3366341.304979566,-5891.0,gurla
86,b,-62695.2644963546,3364309.428023938,-908.0,gurla
86,c,-65811.357454873,3362925.888009713,-5797.0,gurla
86,m,-65139.608373835894,3364525.540337739,-4198.666666666667,gurla
87,a,-71007.7234034275,3367704.203831087,-10653.0,gurla
87,b,-69421.6914260662,3364793.0086584482,-10666.0,gurla
87,c,-72662.2836679843,3365440.006675368,-15477.0,gurla
87,m,-71030.566165826,3365979.073054968,-12265.333333333334,gurla
88,a,-75697.5866951475,3365671.622330646,-20255.0,gurla
88,b,-73953.1795864463,3368087.8158451905,-15357.0,gurla
88,c,-72662.2836679843,3365440.006675368,-15477.0,gurla
88,m,-74104.3499831927,3366399.8149504014,-17029.666666666668,gurla
89,a,-62695.2644963546,3364309.428023938,-908.0,gurla
89,b,-56808.9791004168,3366516.191889601,4263.0,gurla
89,c,-56892.3222935206,3363894.70162133,4167.0,gurla
89,m,-58798.855296764,3364906.773844956,2507.3333333333335,gurla
90,a,-73953.1795864463,3368087.8158451905,-15357.0,gurla
90,b,-71007.7234034275,3367704.203831087,-10653.0,gurla
90,c,-72662.2836679843,3365440.006675368,-15477.0,gurla
90,m,-72541.06221928603,3367077.342117215,-13829.0,gurla
91,a,-66912.2031702801,3366341.304979566,-5891.0,gurla
91,b,-63078.7116583341,3368647.63774455,-816.0,gurla
91,c,-62695.2644963546,3364309.428023938,-908.0,gurla
91,m,-64228.72644165627,3366432.7902493514,-2538.3333333333335,gurla
92,a,-71007.7234034275,3367704.203831087,-10653.0,gurla
92,b,-66912.2031702801,3366341.304979566,-5891.0,gurla
92,c,-69421.6914260662,3364793.0086584482,-10666.0,gurla
92,m,-69113.87266659127,3366279.5058230334,-9070.0,gurla
93,a,-77312.9885419247,3368050.476760842,-20721.0,gurla
93,b,-73953.1795864463,3368087.8158451905,-15357.0,gurla
93,c,-75697.5866951475,3365671.622330646,-20255.0,gurla
93,m,-75654.58494117284,3367269.9716455596,-18777.666666666668,gurla
94,a,-71007.7234034275,3367704.203831087,-10653.0,gurla
94,b,-67934.7069084555,3369281.5616540806,-5793.0,gurla
94,c,-66912.2031702801,3366341.304979566,-5891.0,gurla
94,m,-68618.21116072102,3367775.6901549115,-7445.666666666667,gurla
95,a,-73953.1795864463,3368087.8158451905,-15357.0,gurla
95,b,-72317.8583051456,3370012.0863422006,-10277.0,gurla
95,c,-71007.7234034275,3367704.203831087,-10653.0,gurla
95,m,-72426.25376500648,3368601.368672826,-12095.666666666666,gurla
96,a,-63078.7116583341,3368647.63774455,-816.0,gurla
96,b,-56808.9791004168,3366516.191889601,4263.0,gurla
96,c,-62695.2644963546,3364309.428023938,-908.0,gurla
96,m,-60860.98508503516,3366491.0858860295,846.3333333333334,gurla
97,a,-77312.9885419247,3368050.476760842,-20721.0,gurla
97,b,-75579.758362969,3370252.0170166683,-14882.0,gurla
97,c,-73953.1795864463,3368087.8158451905,-15357.0,gurla
97,m,-75615.30883044668,3368796.7698742338,-16986.666666666668,gurla
98,a,-67934.7069084555,3369281.5616540806,-5793.0,gurla
98,b,-63078.7116583341,3368647.63774455,-816.0,gurla
98,c,-66912.2031702801,3366341.304979566,-5891.0,gurla
98,m,-65975.20724568989,3368090.1681260657,-4166.666666666667,gurla
99,a,-67934.7069084555,3369281.5616540806,-5793.0,gurla
99,b,-64249.5945920596,3370857.268840258,-1030.0,gurla
99,c,-63078.7116583341,3368647.63774455,-816.0,gurla
99,m,-65087.67105294973,3369595.489412963,-2546.3333333333335,gurla
100,a,-63078.7116583341,3368647.63774455,-816.0,gurla
100,b,-56488.0645559977,3367841.8357556644,4045.0,gurla
100,c,-56808.9791004168,3366516.191889601,4263.0,gurla
100,m,-58791.91843824953,3367668.5551299383,2497.3333333333335,gurla
101,a,-75579.758362969,3370252.0170166683,-14882.0,gurla
101,b,-72317.8583051456,3370012.0863422006,-10277.0,gurla
101,c,-73953.1795864463,3368087.8158451905,-15357.0,gurla
101,m,-73950.26541818697,3369450.639734687,-13505.333333333334,gurla
102,a,-78799.8072002195,3370494.5540135205,-19610.0,gurla
102,b,-75579.758362969,3370252.0170166683,-14882.0,gurla
102,c,-77312.9885419247,3368050.476760842,-20721.0,gurla
102,m,-77230.85136837106,3369599.0159303434,-18404.333333333332,gurla
103,a,-72317.8583051456,3370012.0863422006,-10277.0,gurla
103,b,-67934.7069084555,3369281.5616540806,-5793.0,gurla
103,c,-71007.7234034275,3367704.203831087,-10653.0,gurla
103,m,-70420.09620567621,3368999.283942456,-8907.666666666666,gurla
104,a,-72317.8583051456,3370012.0863422006,-10277.0,gurla
104,b,-69577.2601544654,3372077.7586139175,-5697.0,gurla
104,c,-67934.7069084555,3369281.5616540806,-5793.0,gurla
104,m,-69943.27512268884,3370457.1355367326,-7255.666666666667,gurla
105,a,-63078.7116583341,3368647.63774455,-816.0,gurla
105,b,-57378.4214347012,3371213.406073492,4628.0,gurla
105,c,-56488.0645559977,3367841.8357556644,4045.0,gurla
105,m,-58981.73254967766,3369234.2931912355,2619.0,gurla
106,a,-78799.8072002195,3370494.5540135205,-19610.0,gurla
106,b,-76899.50261722,3372328.6433806038,-15411.0,gurla
106,c,-75579.758362969,3370252.0170166683,-14882.0,gurla
106,m,-77093.02272680284,3371025.0714702643,-16634.333333333332,gurla
107,a,-75579.758362969,3370252.0170166683,-14882.0,gurla
107,b,-73712.203624821,3372648.769321705,-10601.0,gurla
107,c,-72317.8583051456,3370012.0863422006,-10277.0,gurla
107,m,-73869.9400976452,3370970.9575601914,-11920.0,gurla
108,a,-67934.7069084555,3369281.5616540806,-5793.0,gurla
108,b,-65700.459982161,3372752.1065405607,-982.0,gurla
108,c,-64249.5945920596,3370857.268840258,-1030.0,gurla
108,m,-65961.58716089203,3370963.6456783,-2601.6666666666665,gurla
109,a,-76899.50261722,3372328.6433806038,-15411.0,gurla
109,b,-73712.203624821,3372648.769321705,-10601.0,gurla
109,c,-75579.758362969,3370252.0170166683,-14882.0,gurla
109,m,-75397.15486833667,3371743.143239659,-13631.333333333334,gurla
110,a,-69577.2601544654,3372077.7586139175,-5697.0,gurla
110,b,-65700.459982161,3372752.1065405607,-982.0,gurla
110,c,-67934.7069084555,3369281.5616540806,-5793.0,gurla
110,m,-67737.47568169396,3371370.4756028526,-4157.333333333333,gurla
111,a,-79891.070838791,3373347.905831542,-19992.0,gurla
111,b,-76899.50261722,3372328.6433806038,-15411.0,gurla
111,c,-78799.8072002195,3370494.5540135205,-19610.0,gurla
111,m,-78530.12688541017,3372057.034408556,-18337.666666666668,gurla
112,a,-73712.203624821,3372648.769321705,-10601.0,gurla
112,b,-69577.2601544654,3372077.7586139175,-5697.0,gurla
112,c,-72317.8583051456,3370012.0863422006,-10277.0,gurla
112,m,-71869.10736147733,3371579.5380926076,-8858.333333333334,gurla
113,a,-64249.5945920596,3370857.268840258,-1030.0,gurla
113,b,-57378.4214347012,3371213.406073492,4628.0,gurla
113,c,-63078.7116583341,3368647.63774455,-816.0,gurla
113,m,-61568.909228364966,3370239.437552767,927.3333333333334,gurla
114,a,-79891.070838791,3373347.905831542,-19992.0,gurla
114,b,-77827.8183583013,3374743.061476691,-15170.0,gurla
114,c,-76899.50261722,3372328.6433806038,-15411.0,gurla
114,m,-78206.13060477078,3373473.203562945,-16857.666666666668,gurla
115,a,-76899.50261722,3372328.6433806038,-15411.0,gurla
115,b,-74807.8319352223,3375122.6541048493,-9730.0,gurla
115,c,-73712.203624821,3372648.769321705,-10601.0,gurla
115,m,-75139.84605908777,3373366.6889357194,-11914.0,gurla
116,a,-64249.5945920596,3370857.268840258,-1030.0,gurla
116,b,-57910.6218629291,3373662.3160844846,4578.0,gurla
116,c,-57378.4214347012,3371213.406073492,4628.0,gurla
116,m,-59846.212629896625,3371910.9969994114,2725.3333333333335,gurla
