zz_stress,xy_stress,xz_stress,yz_stress,xx_stress,yy_stress,fault_name,point_index,area_sq_km,depth,dip,east,north,rake,strike,tau_dd,tau_ss,sig_nn
122.36504559262531,1.2628375438947552,-3.130254613362162,-7.83379917411769,67.21541806714971,67.96329778364299,gurla,0,6.251594281640157,-18166.666666666668,70.61925626388545,-55729.12549662657,3341329.0548156234,-123.58798416497373,124.05097108466613,-10.308705903364022,-0.7119391795689748,69.62709418666161
122.80249776294825,1.5628378022936653,-2.546066854075529,-7.169586510972679,68.83341753632115,69.84565235102977,gurla,1,7.592646428362945,-16527.333333333332,73.93428332219767,-54657.964478852635,3341155.562364903,-112.7951957501256,130.86459699006897,-7.784613707956474,-0.5000373385367908,71.15957407118869
123.45255901437241,2.2467587950193684,-1.5784944397076572,-5.545806209524269,72.4048815252451,74.02089717281461,gurla,2,7.633754055913114,-13288.333333333334,68.46023024842826,-53918.6554753835,3341974.752790432,-118.84581710169616,131.18641755104477,-12.552396360987867,-0.43711567860480305,78.44393861137823
123.92608155280459,2.731498842009381,-1.1285685485796044,-4.5969170995843065,74.34004764345752,76.35688930631109,gurla,3,7.399778991322624,-11725.0,69.7496170567255,-54321.28830784533,3343089.4936913997,-119.9031164454406,128.5416807837509,-11.568097106077737,-0.3365505067109674,80.91814512352907
122.37493432670094,1.1566166592766338,-3.4835866784190084,-7.801335704893546,66.98882145165977,67.7182526060454,gurla,4,7.278627899784622,-18510.0,70.71528298636684,-57216.15055082546,3342311.8100129883,-117.25653063899367,130.16251142449443,-10.359369018897794,-0.6266133395058263,69.30751023273118
123.07714767500389,1.4289802605618043,-3.288687969698179,-7.007951843025506,68.55369158561572,69.62744045051373,gurla,5,8.704144146670554,-17047.0,68.96197189834263,-57636.92416516261,3343431.6047627707,-115.37216016389563,134.62480958743456,-12.19064135266693,-0.44339377711544503,72.40833323866255
123.19270573810539,4.16325151388377,0.2986402049565018,-2.0088695937496213,78.68174712971552,81.29283893897144,gurla,6,7.175063138422118,-8533.0,70.75962283025879,-53629.12832625813,3344003.5862917737,-118.73549039333545,128.50664784713123,-11.003830559018429,-0.1713998699153575,87.69430412956241
120.62322762353452,5.196446204631156,1.0385263708525172,-0.08748209808869276,80.73027404006908,84.13632486539095,gurla,7,8.335435760246268,-6677.666666666667,70.77749515792989,-52482.10695334513,3343917.6903187856,-118.68311636657052,128.53892415384007,-10.632762754264775,0.18468359799594436,91.78814288944034
122.50256336328968,1.040299480778994,-3.9888896614506963,-7.601424236387404,67.00723928399916,67.74515008463209,gurla,8,6.872695411794728,-18720.0,68.57547076982213,-59329.29002793253,3344043.005587898,-123.33483032452278,126.54527883715613,-12.151309055362969,-0.43584891935414555,69.91859246473285
124.10764348515482,2.2989085960431876,-2.0417752143086947,-5.348599002100508,72.34806612810293,74.15077185829534,gurla,9,7.676410704577769,-13494.0,69.91973753964955,-56164.03772064677,3343854.4187558047,-114.50531722586105,134.48695779752725,-11.644028499562427,0.021043257846846464,77.90276009606802
124.80554306113613,2.7655059463182057,-1.8312426421784098,-4.388695786252309,74.20119307498673,76.43540144845643,gurla,10,9.963564820465097,-12039.666666666666,69.27018958858982,-56738.4110339722,3345205.700796554,-114.04539153921414,135.92561852742432,-12.20571363725476,0.4626256381089009,81.01241723724729
123.28304311544039,1.3440316767273428,-3.8161788142764297,-6.685539075879963,68.86126364446892,69.95615720267445,gurla,11,8.222320733841919,-17041.333333333332,63.856144014115905,-59714.4326614847,3345447.704709728,-115.94128182295766,139.66942817173083,-16.394095417131638,-0.4766928330539548,75.14128281872057
87.34612698547024,5.6372934080118835,1.3032249463870516,2.189153150826472,62.172802065104335,65.67695419256243,gurla,12,7.361039144209965,-3337.6666666666665,64.25437820701679,-51695.863547696405,3345043.6608231235,-123.50394825731553,130.771802130453,-8.443417041989097,1.0065691853279757,75.04030105275181
122.58803532200119,0.9214974387157556,-4.4145772538011645,-7.275325111071938,67.40841793227276,68.10768038484814,gurla,13,7.032519408674104,-18663.666666666668,62.26002517895349,-61386.931951991566,3346034.627382668,-122.29253041975156,133.87153248918068,-17.497006399680927,-0.5885118775099034,73.52709296751752
124.55095252966154,2.184973622193506,-2.9274457247339356,-5.141153691581226,72.2512725117291,74.11288680085948,gurla,14,8.670561046468888,-13914.0,69.91176807707919,-58596.4401120402,3346187.5859253495,-111.35356298102211,138.79992754141233,-11.64084777737374,0.47156981173228396,77.4379805142362
55.934405840784564,3.892980603360012,0.7906982725137138,3.037990084746232,39.37055049667171,43.57464187125037,gurla,15,9.483708559330692,-1782.6666666666667,67.23772895447094,-52178.95329344116,3346270.987784222,-128.33786526283058,123.57000599738501,-5.668190161762727,0.7865835972799256,49.500256906753215
124.11695460956807,4.257079406334276,-0.1262651515743708,-1.8512088885755715,78.62659397448053,81.44071664810629,gurla,16,9.610932319159222,-8723.333333333334,70.92492983792194,-55311.37279565499,3345461.6687719375,-112.56115533334486,135.68878211720636,-11.2236454274274,1.022063616374259,87.65833172093035
124.00513487595379,5.332004336084469,0.3697398282315997,-0.29505873457567444,81.5150142759072,84.8338992574007,gurla,17,9.82256050894938,-7271.0,68.34852237929441,-55814.27109464736,3346822.2374768252,-111.91143798034453,140.029756922143,-12.369271592359212,2.213220143363155,93.08207852351312
89.61980418188337,5.308974894624794,1.3638353723262862,2.4942908400019284,64.12585637432328,67.11093937141563,gurla,18,11.246181793080334,-3699.6666666666665,68.98238059044482,-54221.54261123447,3347091.9647496413,-111.40480465245719,139.9570757360239,-8.338060524819689,2.595851034047644,74.81246823591381
123.12680022488885,1.1368005430757662,-4.344376254367757,-6.451129510372217,69.10226191154264,70.04569579355565,gurla,19,7.5261630144624325,-17243.333333333332,63.598535176724695,-61975.1122702255,3347521.50939271,-125.79446986653011,129.1604359588163,-16.164991921052625,-0.10597109456722331,74.96245958053275
122.44777655119515,0.7146390003679145,-4.771606413016158,-7.048978608788211,67.75061602930651,68.28348257055808,gurla,20,6.615015255326436,-18793.0,68.53405369223407,-63402.40882442717,3348024.5943197,-108.2194281943764,145.52959910479262,-12.541423767380216,-0.667973515464521,70.40414307417612
125.13294846968145,2.611422560629928,-2.887550735493984,-4.106627991471942,74.29158211887042,76.53117944956591,gurla,21,9.55307829416334,-12413.0,69.18932245959091,-59209.10265187413,3347784.0883751805,-110.61586517402021,140.86256524863913,-12.127112672083953,1.0368329485169687,80.51356814652468
124.38860582612875,1.973823916683527,-3.7157830901240425,-4.839029002307378,72.57778285222957,74.29651815850423,gurla,22,8.055060737510374,-14120.0,66.43506736652408,-60915.27551955256,3348531.0891695996,-122.9336295034847,129.18220879076642,-13.750085536520203,0.33586257838699896,78.88104757765095
125.39467951879797,4.229801591148998,-1.3470303497846194,-1.858607095324107,79.09072868746308,82.1845981519249,gurla,23,9.323107045739333,-9086.333333333334,68.39920180228157,-57853.971872798495,3348162.7719512717,-111.25582011175759,140.92196446677116,-12.394997857757765,1.9963031688736121,88.48970696015887
54.08816873784174,3.8441470327699006,0.9474111401176633,2.2556056580674406,43.04572911494462,45.801673747969765,gurla,24,10.72385630535987,-1952.6666666666667,64.21774177822637,-54436.9185801996,3348788.91813687,-106.38183747849256,153.44638512432869,-4.058647748294181,3.7637127487474706,49.52777599666172
122.97013235129171,0.9651624601293894,-4.632612421539595,-6.170556205320903,69.68152984883234,70.484672845525,gurla,25,6.155196655030435,-17189.333333333332,68.85446472708031,-63718.61901445267,3349545.4265743806,-109.27129582408162,143.39565016794998,-12.049093169336945,-0.17183362816963277,72.68992507573238
124.9407612753209,5.27140431914858,-1.2136334341776274,-0.32126701106096667,82.63757288066161,85.84270158190084,gurla,26,9.532554598494675,-7504.333333333333,68.89930023731795,-58201.19298670794,3349554.893627759,-111.43408573253281,140.0216456231475,-11.178750846090704,2.521944131633653,93.02644877227169
122.41569749538675,0.5754250872000655,-4.931292947799003,-6.772133554425908,68.41295312104323,68.82788458027402,gurla,28,6.832278398225266,-18662.0,67.64674725848637,-64915.4368377991,3350084.7311054016,-113.51083935122632,138.66042260817383,-12.919827519580128,-0.43684534792836194,71.11562464343672
123.90283970395376,1.7647673268879989,-4.143613773063523,-4.4558474995748565,73.47079724407386,75.04286955419295,gurla,30,6.4837941986528325,-13897.0,64.70776499015943,-62887.9881569934,3350796.9526562314,-112.97389908638743,142.72200298775672,-14.794016902714972,0.6673841858186811,79.90593654653551
